year,symbol,date,entry,stop,t1,outcome,ret_a,tier,n_soft,readiness,behav_score,score,fwd_max_gain,max_draw_pct,exploded,mg_outcome,mg_pre_stop,mg_peak_day,entry_model,fill_reason_sweep,outcome_sweep,entry_sweep,ret_sweep_a,price_bucket,killed_explosion
2026,CRVO,2026-02-19,4.53,4.09,5.65,loss,-9.7,B,3,60,25,70,13.0,-22.5,False,stopped,0.0,0.0,sweep_confirmed,filled,loss,4.54,-9.9,2-5,0
2026,CVRX,2026-01-06,7.19,6.49,8.63,loss,-9.7,B,3,70,18,60,20.9,-39.2,False,stopped,0.0,0.0,sweep_confirmed,filled,loss,7.31,-11.2,5-15,0
2026,CYCU,2026-03-02,1.66,1.5,1.85,loss,-19.3,B,3,60,54,70,7.8,-53.6,False,stopped,7.8,7.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,<2,0
2026,CYN,2026-02-26,1.37,1.24,1.72,no_fill,,B,3,55,74,100,0.0,0.0,False,no_fill,,,sweep_confirmed,no_sweep,no_sweep,,,<2,0
2026,DFNS,2026-02-26,1.93,1.74,2.14,win,11.1,B,3,70,71,100,39.1,-78.1,False,stopped,39.1,1.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,<2,0
2026,DOGZ,2026-03-12,1.13,1.02,1.85,open,-0.3,B,2,55,62,90,11.2,-6.5,False,survived,11.2,3.0,sweep_confirmed,no_sweep,no_sweep,,,<2,0
2026,EDIT,2026-01-13,2.01,1.81,2.44,loss,-9.8,B,3,50,24,55,37.6,-17.4,False,stopped,20.9,3.0,sweep_confirmed,filled,win,2.11,15.6,2-5,0
2026,ELDN,2026-01-06,1.48,1.34,1.82,no_fill,,B,3,60,16,90,0.0,0.0,False,no_fill,,,sweep_confirmed,no_sweep,no_sweep,,,<2,0
2026,ENVB,2026-03-12,1.87,1.69,2.16,win,15.3,B,3,60,68,80,320.6,-8.7,True,survived,320.6,29.0,sweep_confirmed,no_sweep,no_sweep,,,<2,0
2026,EVAX,2026-02-19,2.96,2.67,4.24,no_fill,,B,3,55,75,90,0.0,0.0,False,no_fill,,,sweep_confirmed,no_sweep,no_sweep,,,2-5,0
2026,EVGO,2026-04-10,1.69,1.53,2.1,no_fill,,B,3,60,39,95,0.0,0.0,False,no_fill,,,sweep_confirmed,no_sweep,no_sweep,,,<2,0
2026,FGNX,2026-03-19,6.72,6.06,7.95,loss,-9.7,B,3,60,55,75,7.2,-37.8,False,stopped,7.2,1.0,sweep_confirmed,filled,loss,6.62,-8.4,5-15,0
2026,FLUX,2026-01-06,1.28,1.16,2.0,loss,-9.8,B,3,60,35,95,32.5,-21.3,False,stopped,0.0,0.0,sweep_confirmed,filled,loss,1.35,-18.5,<2,0
2026,FRSX,2026-02-11,2.57,2.32,3.18,loss,-9.7,B,3,90,24,85,16.9,-20.1,False,stopped,16.9,16.0,sweep_confirmed,filled,loss,2.5,-7.3,2-5,0
2026,FWDI,2026-01-06,6.68,6.04,8.97,loss,-9.7,B,3,60,43,95,5.3,-39.7,False,stopped,0.1,1.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,5-15,0
2026,FWDI,2026-03-05,4.15,3.75,5.4,open,6.5,B,3,60,41,80,21.4,-0.7,False,survived,21.4,10.0,sweep_confirmed,no_sweep,no_sweep,,,2-5,0
2026,GALT,2026-01-28,2.99,2.7,3.5,loss,-9.7,B,2,55,28,75,17.2,-12.6,False,stopped,10.5,3.0,sweep_confirmed,filled,win,2.93,19.5,2-5,0
2026,GCTK,2026-02-26,1.48,1.34,1.89,loss,-9.7,B,2,90,68,95,12.6,-58.3,False,stopped,0.0,0.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,<2,0
2026,GEOS,2026-03-05,8.86,8.0,10.87,open,5.1,B,1,60,37,80,22.5,-6.0,False,survived,22.5,12.0,sweep_confirmed,no_sweep,no_sweep,,,5-15,0
2026,GNLX,2026-02-19,2.38,2.15,3.15,open,17.1,B,3,60,29,55,21.3,-3.9,False,survived,21.3,13.0,sweep_confirmed,no_sweep,no_sweep,,,2-5,0
2026,GOGO,2026-01-06,4.57,4.13,5.5,loss,-9.7,B,3,70,6,70,18.5,-15.9,False,stopped,9.8,3.0,sweep_confirmed,filled,loss,4.48,-9.4,2-5,0
2026,GOVX,2026-02-04,2.67,2.41,3.05,loss,-9.8,B,3,55,36,80,6.0,-52.8,False,stopped,3.4,3.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,2-5,0
2026,GRI,2026-04-10,2.18,1.97,2.75,open,-0.5,B,3,50,49,75,22.5,-9.6,False,survived,22.5,6.0,sweep_confirmed,no_sweep,no_sweep,,,2-5,0
2026,HIVE,2026-01-06,2.63,2.37,3.52,loss,-9.7,B,3,70,29,95,1.6,-24.2,False,stopped,0.0,0.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,2-5,0
2026,HOLO,2026-02-19,2.08,1.88,2.52,win,21.2,B,3,50,52,60,22.6,-13.5,False,stopped,22.6,12.0,sweep_confirmed,filled,open,2.04,9.8,2-5,0
2026,HUIZ,2026-05-01,1.22,1.1,1.82,loss,-9.7,B,3,55,18,65,12.3,-14.8,False,stopped,9.1,1.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,<2,0
2026,INBS,2026-03-26,3.28,2.96,3.93,loss,-9.7,B,3,50,57,85,58.7,-30.7,True,stopped,0.0,0.0,sweep_confirmed,filled,loss,3.35,-16.9,2-5,1
2026,IXHL,2026-04-02,2.86,2.58,3.14,loss,-9.7,B,3,60,66,80,74.8,-12.9,True,stopped,0.0,0.0,sweep_confirmed,rr_too_low,rr_too_low,2.88,,2-5,1
2026,JANX,2026-01-13,13.66,12.33,15.58,loss,-9.7,B,3,60,5,75,13.4,-11.3,False,stopped,13.4,5.0,sweep_confirmed,no_sweep,no_sweep,,,5-15,0
2026,JFIN,2026-01-06,5.9,5.33,7.32,open,5.8,B,3,60,30,60,13.6,-1.5,False,survived,13.6,13.0,sweep_confirmed,no_sweep,no_sweep,,,5-15,0
2026,JFIN,2026-05-01,3.81,3.44,5.2,loss,-16.3,B,2,55,25,70,12.6,-29.1,False,stopped,12.6,10.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,2-5,0
2026,KG,2026-01-13,8.31,7.51,9.65,no_fill,,B,3,55,25,55,0.0,0.0,False,no_fill,,,sweep_confirmed,no_sweep,no_sweep,,,5-15,0
2026,LENZ,2026-01-13,14.86,13.42,19.02,loss,-9.7,B,3,65,13,90,6.0,-24.6,False,stopped,3.2,1.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,5-15,0
2026,LIDR,2026-02-19,1.41,1.27,1.9,no_fill,,B,3,55,64,95,0.0,0.0,False,no_fill,,,sweep_confirmed,no_sweep,no_sweep,,,<2,0
2026,LNSR,2026-04-10,5.49,4.96,6.25,open,2.0,B,3,75,6,100,11.7,-7.8,False,survived,11.7,18.0,sweep_confirmed,no_sweep,no_sweep,,,5-15,0
2026,LPSN,2026-02-11,2.9,2.62,3.34,loss,-9.7,B,3,60,33,65,18.1,-18.4,False,stopped,0.0,0.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,2-5,0
2026,LX,2026-04-10,1.91,1.73,2.24,win,17.1,B,2,60,18,60,35.1,-6.4,False,survived,35.1,3.0,sweep_confirmed,no_sweep,no_sweep,,,<2,0
2026,MAZE,2026-04-27,25.85,23.34,30.0,loss,-9.7,B,3,65,15,85,9.0,-12.2,False,stopped,9.0,4.0,sweep_confirmed,no_sweep,no_sweep,,,>15,0
2026,MBRX,2026-03-19,1.84,1.66,2.24,no_fill,,B,2,50,66,65,0.0,0.0,False,no_fill,,,sweep_confirmed,no_sweep,no_sweep,,,<2,0
2026,MCRB,2026-04-02,8.35,7.54,10.2,loss,-9.7,B,3,60,69,100,9.4,-21.5,False,stopped,9.4,2.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,5-15,0
2026,MDXG,2026-05-01,3.12,2.82,4.1,no_fill,,B,3,65,5,80,0.0,0.0,False,no_fill,,,sweep_confirmed,no_sweep,no_sweep,,,2-5,0
2026,MNKD,2026-04-02,2.3,2.07,2.97,no_fill,,B,3,60,5,65,0.0,0.0,False,no_fill,,,sweep_confirmed,no_sweep,no_sweep,,,2-5,0
2026,MTVA,2026-03-12,1.38,1.25,1.77,loss,-9.7,B,2,70,53,75,21.0,-27.5,False,stopped,12.3,1.0,sweep_confirmed,filled,loss,1.41,-11.6,<2,0
2026,NAGE,2026-03-12,4.87,4.4,5.62,loss,-9.7,B,3,50,18,60,5.1,-17.0,False,stopped,0.0,0.0,sweep_confirmed,filled,loss,4.74,-8.0,2-5,0
2026,NEON,2026-01-06,1.77,1.6,2.35,open,-5.1,B,3,60,52,65,15.3,-6.2,False,survived,15.3,3.0,sweep_confirmed,no_sweep,no_sweep,,,<2,0
2026,NNE,2026-04-08,19.5,17.6,25.0,no_fill,,B,3,70,77,90,0.0,0.0,False,no_fill,,,sweep_confirmed,no_sweep,no_sweep,,,>15,0
2026,NVNI,2026-02-19,1.47,1.33,1.74,loss,-9.7,B,3,55,95,85,14.3,-34.7,False,stopped,0.0,0.0,sweep_confirmed,rr_too_low,rr_too_low,1.57,,<2,0
2026,NXTS,2026-01-21,10.09,9.11,12.73,loss,-9.7,B,2,60,66,90,8.2,-54.9,False,stopped,1.8,1.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,5-15,0
2026,OCC,2026-01-13,4.14,3.74,5.0,no_fill,,B,3,60,51,85,0.0,0.0,False,no_fill,,,sweep_confirmed,no_sweep,no_sweep,,,2-5,0
2026,OLMA,2026-04-10,13.38,12.08,18.0,loss,-9.7,B,3,55,50,80,10.0,-26.3,False,stopped,6.8,8.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,5-15,0
2026,ORGO,2026-04-10,2.28,2.06,2.71,win,19.0,B,2,80,16,80,22.3,-10.4,False,stopped,19.9,3.0,sweep_confirmed,no_sweep,no_sweep,,,2-5,0
2026,PAYS,2026-02-26,3.23,2.92,4.0,win,23.7,B,3,80,21,70,102.6,-4.7,True,survived,102.6,23.0,sweep_confirmed,no_sweep,no_sweep,,,2-5,0
2026,PCT,2026-03-26,5.27,4.76,6.16,win,16.8,B,2,60,18,70,152.0,-6.5,True,survived,152.0,35.0,sweep_confirmed,no_sweep,no_sweep,,,5-15,0
2026,PEPG,2026-05-01,1.36,1.23,2.08,open,32.4,B,1,55,59,100,44.0,-3.7,False,survived,44.0,9.0,sweep_confirmed,no_sweep,no_sweep,,,<2,0
2026,PGY,2026-03-05,10.83,9.77,13.74,win,26.9,B,2,70,7,85,43.8,-3.9,False,survived,43.8,30.0,sweep_confirmed,no_sweep,no_sweep,,,5-15,0
2026,PONY,2026-04-09,8.49,7.66,10.89,win,28.3,B,2,50,25,45,32.9,-5.9,False,survived,32.9,11.0,sweep_confirmed,no_sweep,no_sweep,,,5-15,0
2026,PTON,2026-03-19,3.76,3.39,4.53,no_fill,,B,3,60,6,70,0.0,0.0,False,no_fill,,,sweep_confirmed,no_sweep,no_sweep,,,2-5,0
2026,QNTM,2026-02-26,3.62,3.27,4.13,loss,-9.7,B,3,60,82,65,78.9,-42.8,True,stopped,7.8,3.0,sweep_confirmed,rr_too_low,rr_too_low,4.73,,2-5,1
2026,QS,2026-03-12,6.58,5.94,7.72,loss,-9.7,B,3,60,45,80,46.8,-10.3,False,stopped,8.2,1.0,sweep_confirmed,no_sweep,no_sweep,,,5-15,0
2026,RAIL,2026-04-02,7.89,7.12,9.1,open,-3.2,B,2,55,21,80,10.5,-5.6,False,survived,6.3,4.0,sweep_confirmed,no_sweep,no_sweep,,,5-15,0
2026,SCLX,2026-02-26,4.93,4.45,5.7,win,15.7,B,3,70,43,75,23.5,-46.9,False,stopped,23.5,8.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,2-5,0
2026,SDST,2026-04-10,2.18,1.97,3.0,loss,-9.7,B,3,60,81,90,23.2,-13.0,False,stopped,3.5,1.0,sweep_confirmed,filled,loss,2.17,-9.1,2-5,0
2026,SGHT,2026-03-26,3.51,3.17,4.46,win,27.1,B,2,60,28,65,61.3,-3.8,True,survived,61.3,25.0,sweep_confirmed,no_sweep,no_sweep,,,2-5,0
2026,SLDP,2026-03-19,3.05,2.75,3.48,loss,-9.7,B,3,50,60,75,37.0,-9.8,False,stopped,5.5,3.0,sweep_confirmed,no_sweep,no_sweep,,,2-5,0
2026,SNWV,2026-04-13,16.76,15.13,18.72,win,11.7,B,3,70,6,80,19.8,-13.4,False,stopped,19.8,10.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,>15,0
2026,TDUP,2026-02-11,4.55,4.11,5.0,win,9.8,B,3,50,52,60,14.9,-32.4,False,stopped,14.9,11.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,2-5,0
2026,TKNO,2026-02-26,1.97,1.78,2.54,no_fill,,B,3,65,49,55,0.0,0.0,False,no_fill,,,sweep_confirmed,no_sweep,no_sweep,,,<2,0
2026,UPLD,2026-01-06,14.32,12.93,17.5,loss,-9.7,B,3,70,17,70,13.9,-51.1,False,stopped,13.9,3.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,5-15,0
2026,VALN,2026-04-17,5.99,5.41,6.87,loss,-9.7,B,3,60,7,60,12.4,-15.5,False,stopped,0.0,0.0,sweep_confirmed,rr_too_low,rr_too_low,6.3,,5-15,0
2026,VERI,2026-03-05,2.73,2.46,3.43,loss,-10.6,B,3,60,41,100,4.7,-40.3,False,stopped,4.7,5.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,2-5,0
2026,WIMI,2026-01-13,2.37,2.14,3.15,loss,-9.7,B,3,70,24,55,10.8,-28.3,False,stopped,0.0,0.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,2-5,0
2026,WKHS,2026-01-06,5.16,4.66,6.59,loss,-9.7,B,3,70,57,85,9.9,-37.6,False,stopped,9.5,1.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,5-15,0
2026,WKHS,2026-03-12,3.32,2.99,3.99,loss,-9.7,B,3,60,54,60,28.5,-30.4,False,stopped,3.4,2.0,sweep_confirmed,filled,win,3.25,22.8,2-5,0
2026,XGN,2026-01-06,5.91,5.34,7.2,loss,-9.7,B,3,55,25,60,11.8,-48.9,False,stopped,0.0,0.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,5-15,0
2026,YYGH,2026-01-06,305.91,276.21,393.0,loss,-11.7,B,3,60,27,75,19.6,-34.3,False,stopped,19.6,6.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,>15,0
2026,ZOOZ,2026-01-13,7.62,6.88,11.2,loss,-9.7,B,3,55,57,65,15.7,-13.4,False,stopped,15.7,3.0,sweep_confirmed,sweep_no_reclaim,sweep_no_reclaim,,,5-15,0
