date	sym	trig	tod	tier	j1	gap	exploded50	up5	up15	up30	up60	dn60	up_ext	t_peak	dd_pre_peak	t_hit10	t_stop	close_reg	pm_last	low_src	gap_src
2026-09-11	VMAR	R1	reg	ضعيف	لا	<10%	لا	0.0314	1.6019	1.6019	2.1735	-4.6843	4.1741	260.0000	-4.6843			3.6025	2.1735	مخزون	سجلّ
2026-09-11	VSME	T-C	after	قوي	J1	10-30%	لا	11.2069	11.2069	11.2069	11.2069	-3.4483	18.1034	122.0000	-3.4483	5.0000			10.3448	مخزون	سجلّ
2026-09-14	AIXC	T-C	reg	ضعيف	لا	10-30%	لا	0.0000	0.0000	0.9434	0.9434	-4.7170	23.5849	505.0000	-5.6604	170.0000	5.0000	10.3774	7.5472	مخزون	سجلّ
2026-09-14	BMGL	T-C	pre	متوسط	لا	10-30%	لا	37.7585	43.9222	43.9222	43.9222	-11.3209	49.4327	98.0000	-11.3209	1.0000		17.1799	-0.6483	مخزون	سجلّ
2026-09-14	CTNT	R1	reg	متوسط	لا	<10%	لا	-19.9101	-19.9101	-19.9101	-19.9101	-38.6962	-19.9101	1.0000	-20.5523		8.0000	-50.9955	-73.8279	مخزون	سجلّ
2026-09-14	DRCT	T-C	pre	متوسط	لا	10-30%	لا	2.3743	2.3743	2.3743	33.6009	-22.0033	33.6009	49.0000	-22.0033	49.0000	2.0000	-13.2462	-13.0059	مخزون	سجلّ
2026-09-14	EUDA	T-C	reg	؟	؟	10-30%	لا	2.4764	2.4764	6.0962	16.4555	1.8523	16.4555	54.0000	1.8523	51.0000	146.0000	1.7587		مخزون	شموع
2026-09-14	FTFT	R1	reg	ضعيف	لا	10-30%	نعم	32.8125	35.6250	64.0625	64.0625	15.3156	196.2500	368.0000	15.3156	1.0000		150.9375	98.1250	مخزون	سجلّ
2026-09-14	LHSW	T-C	pre	ضعيف	لا	10-30%	لا	14.3335	23.4311	23.4311	23.4311	1.2625	33.7727	314.0000	-10.7872	1.0000	6.0000	15.3918	9.5433	مخزون	سجلّ
2026-09-14	MYSZ	T-C	after	قوي	لا	10-30%	لا	2.1220	7.8691	7.8691	7.8691	-3.6251	11.4058	88.0000	-3.6251	87.0000			5.2166	مخزون	سجلّ
2026-09-14	NCT	T-C	pre	قوي	J1	≥30%	لا	0.7015	4.0959	4.0959	4.0959	-3.3265	28.5811	216.0000	-3.5528	88.0000	383.0000	10.8848	-30.5952	مخزون	سجلّ
2026-09-14	SCNI	T-C	pre	قوي	J1	≥30%	لا	-5.1471	-5.1471	-5.1471	-5.1471	-13.2426	-1.8382	156.0000	-18.7500		6.0000	-11.3971	-31.9853	مخزون	سجلّ
2026-09-14	TNON	R1	pre	متوسط	لا	<10%	لا	1.0733	8.7657	14.3113	14.3113	-4.8301	14.3113	18.0000	-4.8301	16.0000		-0.5367	13.5957	مخزون	سجلّ
2026-09-14	TRUG	R1	reg	ضعيف	لا	<10%	لا	8.2140	8.2140	8.2140	8.2140	-1.4145	12.1506	242.0000	-2.1302	132.0000		8.6742	26.6701	مخزون	سجلّ
2026-09-14	UZX	T-C	pre	قوي	J1	10-30%	لا	-18.9251	-17.2597	-9.2354	-3.1037	-24.4512	-3.1037	40.0000	-24.4512		1.0000	-29.8259	-39.8183	مخزون	سجلّ
2026-09-14	VEEA	T-C	reg	ضعيف	لا	10-30%	نعم	13.0496	16.9737	16.9737	16.9737	-6.5167	130.9908	467.0000	-6.5167	1.0000	15.0000	23.9198	135.3334	مخزون	سجلّ
2026-09-14	VSME	T-C	pre	ضعيف	لا	10-30%	لا	-4.4776	-4.4776	-3.7313	-1.4925	-9.7015	7.4627	157.0000	-9.7015		6.0000	-1.1194	-13.4328	مخزون	سجلّ
2026-09-15	BDRX	R1	reg	قوي	لا	10-30%	لا	-50.1946	-49.8054	-49.8054	-49.8054	-56.0311	-44.3580	79.0000	-56.0311		20.0000	-48.4436		مخزون	سجلّ
2026-09-15	CDT	R1	reg	ضعيف	لا	<10%	لا	0.0000	0.0000	0.0000	0.0000	-6.0534	3.6220	141.0000	-6.0534			-1.5253		مخزون	سجلّ
2026-09-15	CLNN	T-C	reg	ضعيف	لا	10-30%	لا	3.5961	3.5961	3.5961	3.5961	-0.8650	3.5961	2.0000	0.0000			-0.3693		مخزون	سجلّ
2026-09-15	GVH	T-C	reg	قوي	لا	10-30%	لا	-3.8045	-3.8045	-3.8045	-3.8045	-11.2782	0.7519	239.0000	-12.0301		13.0000	-3.7594		مخزون	سجلّ
2026-09-15	HQ	R1	reg	ضعيف	لا	10-30%	لا	0.5595	0.5595	4.7095	13.3289	-5.2666	13.3289	56.0000	-5.2666	45.0000		5.5874		مخزون	سجلّ
2026-09-15	IPW	T-C	reg	ضعيف	لا	10-30%	نعم	0.8299	0.8299	3.7344	37.7593	-6.4647	73.4440	202.0000	-6.4647	41.0000	7.0000	8.2988		مخزون	سجلّ
2026-09-15	MEDS	R1	reg	ضعيف	لا	<10%	نعم	0.0000	7.5126	9.5635	62.3163	-0.3565	322.2417	87.0000	-0.3565	50.0000		78.7673		مخزون	سجلّ
2026-09-15	MYSZ	T-C	pre	قوي	J1	≥30%	لا	-22.4026	-22.0779	-18.8312	-17.8571	-28.2468	-15.5844	185.0000	-32.7922		55.0000	-25.0000		مخزون	سجلّ
2026-09-15	NAMI	T-C	reg	قوي	لا	10-30%	نعم	7.4074	7.4074	7.4074	7.4074	-4.1667	75.9259	282.0000	-5.5556	222.0000	45.0000	5.0926		مخزون	سجلّ
2026-09-15	NEXR	T-C	reg	؟	؟	10-30%	لا	5.4645	5.4645	5.4645	5.4645	-8.6885	6.5574	90.0000	-8.6885		3.0000	-13.1148		مخزون	شموع
2026-09-15	PDSB	T-C	reg	متوسط	لا	10-30%	نعم	7.3975	13.2907	27.2409	27.2409	-2.4521	55.6357	155.0000	-2.4521	6.0000		20.5131		مخزون	سجلّ
2026-09-15	PFSA	R1	reg	ضعيف	لا	<10%	لا	0.9599	7.5637	7.5637	7.5637	-1.2468	7.5637	8.0000	-1.2468					مخزون	سجلّ
2026-09-15	PHOE	T-C	reg	متوسط	لا	10-30%	لا	-5.8777	-5.8777	-5.8777	-5.8777	-21.4866	-5.8777	3.0000	-5.8777		4.0000	-10.6413		مخزون	سجلّ
2026-09-15	PN	T-C	reg	متوسط	لا	10-30%	لا	-0.7758	-0.3675	-0.3675	-0.3675	-8.1258	-0.3675	9.0000	-3.2258		1.0000	-1.5925		مخزون	سجلّ
2026-09-15	PTLE	T-C	reg	ضعيف	لا	10-30%	لا	4.2128	4.2128	4.2128	4.2128	-8.3524	4.2128	1.0000	0.6865		12.0000	-14.1876		مخزون	سجلّ
2026-09-15	RETO	R1	reg	قوي	لا	10-30%	نعم	55.6593	104.5808	104.5808	197.9764	-4.4252	1678.9638	326.0000	-4.4252	1.0000		658.2833		مخزون	سجلّ
2026-09-15	SLXN	T-C	pre	متوسط	لا	10-30%	لا	6.2969	12.5256	20.4592	20.4592	-1.4776	20.4592	26.0000	1.3867	13.0000	5.0000	-22.8688		مخزون	سجلّ
2026-09-15	STAK	R1	after	متوسط	لا	10-30%	لا	-1.6260	-1.6260	-1.6260	1.6260	-8.9431	6.5041	199.0000	-8.9431		1.0000			مخزون	سجلّ
2026-09-15	TNON	T-C	pre	قوي	لا	10-30%	لا	2.9112	2.9112	2.9112	2.9112	-11.2082	2.9112	2.0000	-1.6012		9.0000	-26.7817		مخزون	سجلّ
2026-09-15	UPLD	T-C	reg	ضعيف	لا	10-30%	لا	-0.2625	0.2283	1.5774	2.3622	-1.5013	3.6745	117.0000	-2.6982		2.0000	-1.4436		مخزون	سجلّ
2026-09-15	VEEA	T-C	pre	؟	؟	≥30%	نعم	0.7732	0.7732	0.7732	0.7732	-11.7268	93.0412	499.0000	-14.4330	216.0000	7.0000	46.7784		مخزون	شموع
2026-09-15	VWAV	T-C	reg	قوي	لا	10-30%	لا	5.6752	5.6752	5.6752	5.6752	-5.0365	5.6752	1.0000	1.1131		3.0000	-3.1569		مخزون	سجلّ
2026-09-15	WNW	T-C	after	؟	؟	10-30%	لا	9.2308	9.2308	9.2308	9.2308	-3.0769	9.2308	5.0000	-2.3077		1.0000			مخزون	شموع
2026-09-15	ZSQR	R1	reg	ضعيف	لا	<10%	لا	0.4338	0.4338	0.4338	0.4338	-3.9479	0.4338	1.0000	-0.2126			0.0000		مخزون	سجلّ
