date	sym	half	tod	tier	gap	trig	e5	alow	risk_pct	H0_out	H0_R	HN_out	HN_R	HN_t	HN_day	HC0_out	HC0_R	HX2_R	HD_R	mom_lvl	mom_out	mom_R
2026-09-02	FGL	H2	pre	ضعيف	<10%	قبل الشحن	18.9900	16.3800	13.74	loss	-1.2236	loss	-1.2236	68.0	2026-09-02	loss	-1.2236	-1.2236	—	D1	window	1.7995
2026-09-02	FLYE	H2	pre	متوسط	<10%	قبل الشحن	2.1459	2.0400	4.93	win	1.6283	loss	-1.4435	327.0	2026-09-02	loss	-1.4435	-1.4435	—	D1	loss	-1.4574
2026-09-02	GIPR	H2	after	؟	؟	قبل الشحن	0.3939	0.4048	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-02	HKPD	H2	after	؟	؟	قبل الشحن	0.1651	0.1657	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-02	JFIN	H2	reg	ضعيف	<10%	قبل الشحن	1.8000	1.7167	4.63	window	-0.2680	window	-0.3269	245.0	2026-09-02	window	-0.3269	-0.3269	—	D1	window	-0.6608
2026-09-02	JLHL	H2	pre	ضعيف	10-30%	قبل الشحن	6.8876	6.7300	2.29	win	3.5119	loss	-2.2250	154.0	2026-09-02	loss	-2.2250	-2.2250	—	D1	—	—
2026-09-02	KG	H2	reg	؟	؟	قبل الشحن	7.8500	7.7050	1.85	window	-0.2217	window	-1.4240	311.0	2026-09-02	window	-1.4240	-1.4240	—	D1	loss	-2.7469
2026-09-02	LBGJ	H2	reg	؟	؟	قبل الشحن	3.1766	3.1900	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-02	LHSW	H2	pre	ضعيف	<10%	قبل الشحن	1.9000	1.7400	8.42	win	0.9542	window	10.6836	423.0	2026-09-02	window	10.6836	11.9420	—	D1	loss	-1.3433
2026-09-02	MDXH	H2	reg	ضعيف	<10%	قبل الشحن	0.7242	0.7101	1.95	window	-1.8923	loss	-1.6794	152.0	2026-09-02	loss	-1.6794	-1.6794	—	D1	—	—
2026-09-02	MGN	H2	reg	ضعيف	10-30%	قبل الشحن	0.1333	0.1264	5.18	win	1.5524	loss	-1.4162	58.0	2026-09-02	loss	-1.4162	-1.4162	—	D1	window	-0.0516
2026-09-02	RITR	H2	reg	؟	؟	قبل الشحن	0.1017	0.1053	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-02	SCNI	H2	after	ضعيف	10-30%	قبل الشحن	2.8100	2.6500	5.69	loss	-1.5911	loss	-1.5911	2.0	2026-09-03	—	—	-1.5911	-1.5911	D1	—	—
2026-09-02	SDA	H2	after	ضعيف	<10%	قبل الشحن	0.6500	0.6444	0.86	window	-2.0727	loss	-6.7297	1045.0	2026-09-03	—	—	-6.7297	-6.7297	D1	loss	-3.1628
2026-09-02	SSM	H2	after	؟	؟	قبل الشحن	4.5690	4.4000	3.70	—	—	loss	-1.8147	480.0	2026-09-03	—	—	-1.8147	-1.8147	D1	loss	-1.8766
2026-09-02	SUPX	H2	reg	ضعيف	<10%	قبل الشحن	7.9000	7.8101	1.14	window	0.1799	window	3.3470	348.0	2026-09-02	window	3.3470	4.1117	—	D1	window	1.9990
2026-09-02	UCL	H2	after	؟	؟	قبل الشحن	0.3992	0.3868	3.11	loss	-2.7373	loss	-2.7373	1.0	2026-09-03	—	—	-2.7373	-2.7373	D1	—	—
2026-09-02	UPC	H2	pre	؟	؟	قبل الشحن	5.2100	5.3600	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-02	VIVK	H2	reg	؟	؟	قبل الشحن	0.9900	1.0300	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-03	AEHL	H2	reg	قوي	≥30%	قبل الشحن	8.1200	7.3069	10.01	loss	-1.1648	loss	-1.1648	21.0	2026-09-03	loss	-1.1648	-1.1648	—	D1	window	-0.1254
2026-09-03	AKAN	H2	after	قوي	<10%	قبل الشحن	4.1485	3.6600	11.78	window	-0.1110	loss	-1.1202	1369.0	2026-09-04	—	—	-1.1202	-1.1202	D1	—	—
2026-09-03	APVO	H2	reg	ضعيف	<10%	قبل الشحن	1.7400	1.5000	13.79	window	-0.3341	window	-0.3337	51.0	2026-09-03	window	-0.3337	-0.2932	—	D0	loss	-1.5409
2026-09-03	DFNS	H2	reg	متوسط	<10%	قبل الشحن	9.9400	9.2400	7.04	window	-0.1694	window	0.1112	385.0	2026-09-03	window	0.1112	-0.0712	—	D1	loss	-1.2564
2026-09-03	FLYE	H2	reg	ضعيف	<10%	قبل الشحن	2.4100	2.1500	—	window	-0.9210	—	—	—	—	—	—	-0.9588	—	—	—	—
2026-09-03	KPLT	H2	reg	ضعيف	<10%	قبل الشحن	6.0400	5.8000	3.97	window	1.3512	window	2.8653	340.0	2026-09-03	window	2.8653	2.8653	—	D1	window	-0.1495
2026-09-03	MIMI	H2	pre	قوي	≥30%	قبل الشحن	0.8422	0.7731	8.20	loss	-1.3507	loss	-1.3507	1.0	2026-09-03	loss	-1.3507	-1.3507	—	D1	—	—
2026-09-03	OSRH	H2	reg	ضعيف	<10%	قبل الشحن	0.2198	0.1999	9.05	win	0.8876	window	1.0465	238.0	2026-09-03	window	1.0465	0.0594	—	D1	—	—
2026-09-03	PTLE	H2	reg	ضعيف	10-30%	قبل الشحن	8.0000	7.4500	6.87	window	-0.5276	window	-0.5276	113.0	2026-09-03	window	-0.5276	-0.5276	—	D0	window	0.5069
2026-09-03	TWG	H2	reg	قوي	≥30%	قبل الشحن	0.5562	0.5039	9.40	loss	-1.1720	loss	-1.1720	8.0	2026-09-03	loss	-1.1720	-1.1720	—	D1	—	—
2026-09-03	VWAV	H2	reg	متوسط	<10%	قبل الشحن	0.6750	0.6100	9.63	window	-0.6901	window	-1.0482	385.0	2026-09-03	window	-1.0482	-0.9077	—	D1	window	-0.2913
2026-09-04	ALP	H2	pre	ضعيف	<10%	قبل الشحن	0.0900	0.0799	11.22	window	0.3076	window	0.7452	624.0	2026-09-04	window	0.7452	0.8133	—	D1	loss	-1.8832
2026-09-04	BNR	H2	reg	متوسط	<10%	قبل الشحن	10.4501	10.3250	1.20	window	2.1582	window	10.5979	158.0	2026-09-04	window	10.5979	7.6145	—	D0	loss	-3.7740
2026-09-04	CDTG	H2	reg	قوي	10-30%	قبل الشحن	1.3500	0.9857	26.99	win	0.2978	window	-0.1740	377.0	2026-09-04	window	-0.1740	-0.3088	—	D1	window	-0.0856
2026-09-04	FXHO	H2	reg	ضعيف	<10%	قبل الشحن	11.4500	10.9750	4.15	window	-0.3271	window	0.2519	273.0	2026-09-04	window	0.2519	0.2519	—	D1	—	—
2026-09-04	GIPR	H2	after	ضعيف	<10%	قبل الشحن	0.5200	0.4312	17.08	win	0.4706	loss	-1.1426	5436.0	2026-09-08	—	—	-1.1426	-1.1426	D1	loss	-1.3325
2026-09-04	NCPL	H2	after	ضعيف	<10%	قبل الشحن	0.7280	0.6154	15.47	loss	-1.2342	loss	-1.2342	1.0	2026-09-08	—	—	-1.2342	-1.2342	D1	loss	-1.2929
2026-09-04	NIKI	H2	reg	قوي	≥30%	قبل الشحن	8.8664	8.3000	6.39	loss	-1.4221	loss	-1.4221	17.0	2026-09-04	loss	-1.4221	-1.4221	—	D1	window	-0.6258
2026-09-04	ZTG	H2	reg	متوسط	<10%	قبل الشحن	0.6600	0.6300	4.55	win	1.7679	window	2.7173	379.0	2026-09-04	window	2.7173	4.2560	—	D1	—	—
2026-09-08	AIXI	H2	reg	ضعيف	<10%	قبل الشحن	3.2550	3.1700	2.61	loss	-1.6233	loss	-1.6233	3.0	2026-09-08	loss	-1.6233	-1.6233	—	D1	loss	-2.2366
2026-09-08	ANY	H2	after	ضعيف	10-30%	قبل الشحن	2.7000	2.4700	8.52	win	0.9433	loss	-1.2253	1048.0	2026-09-09	—	—	-1.2253	-1.2253	D1	—	—
2026-09-08	CDTG	H2	reg	قوي	<10%	قبل الشحن	1.5368	1.3500	12.16	win	0.6611	window	-0.6033	385.0	2026-09-08	window	-0.6033	-0.6033	—	D1	window	0.1944
2026-09-08	CMND	H2	after	متوسط	10-30%	قبل الشحن	1.2102	1.0100	16.54	loss	-1.1171	loss	-1.1171	2.0	2026-09-09	—	—	-1.1171	-1.1171	D1	loss	-1.1833
2026-09-08	FAMI	H2	reg	ضعيف	<10%	قبل الشحن	0.1013	0.0962	5.03	window	-0.7013	window	2.7265	385.0	2026-09-08	window	2.7265	3.1117	—	D1	window	0.2229
2026-09-08	FGL	H2	after	ضعيف	10-30%	قبل الشحن	9.5900	9.7900	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-08	MOBX	H2	pre	قوي	10-30%	قبل الشحن	1.1398	1.0450	8.32	win	0.9662	window	1.1342	465.0	2026-09-08	window	1.1342	0.8244	—	D1	loss	-1.1566
2026-09-08	PDSB	H2	pre	قوي	≥30%	قبل الشحن	0.4100	0.2200	46.34	win	0.1734	window	-0.5808	445.0	2026-09-08	window	-0.5808	-0.5555	—	D1	window	-0.0587
2026-09-08	TANH	H2	reg	ضعيف	<10%	قبل الشحن	20.5000	18.5900	—	win	0.8625	—	—	—	—	—	—	-0.7367	—	—	—	—
2026-09-08	TRUG	H2	pre	قوي	10-30%	قبل الشحن	0.5260	0.3745	28.80	window	-0.8788	window	-0.6325	475.0	2026-09-08	window	-0.6325	-0.7492	—	D1	window	-0.2599
2026-09-08	TWG	H2	pre	ضعيف	10-30%	قبل الشحن	0.5550	0.5244	5.51	loss	-1.3094	loss	-1.3094	4.0	2026-09-08	loss	-1.3094	-1.3094	—	D1	loss	-1.2330
2026-09-09	BIAF	H2	pre	قوي	10-30%	قبل الشحن	10.4900	9.4360	10.05	win	0.7998	window	-0.0845	474.0	2026-09-09	window	-0.0845	0.2975	—	D1	loss	-1.1736
2026-09-09	BNR	H2	reg	ضعيف	10-30%	T-C	12.9200	12.9171	0.02	loss	-375.8934	loss	-375.8934	1.0	2026-09-09	loss	-375.8934	-375.8934	—	D1	—	—
2026-09-09	BRNX	H2	pre	قوي	<10%	قبل الشحن	2.4550	2.3300	5.09	window	-0.5479	window	1.1814	389.0	2026-09-09	window	1.1814	0.7289	—	D1	loss	-1.3032
2026-09-09	FTFT	H2	reg	قوي	≥30%	قبل الشحن	2.9401	1.6019	45.52	win	0.1765	window	-0.6778	309.0	2026-09-09	window	-0.6778	-0.6693	—	D1	window	0.0277
2026-09-09	INDP	H2	reg	متوسط	10-30%	قبل الشحن	2.1076	1.8900	10.32	win	0.7783	window	-0.3878	385.0	2026-09-09	window	-0.3878	-0.2073	—	D1	window	0.4027
2026-09-09	IPDN	H2	after	متوسط	10-30%	T-C	0.1249	0.1316	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-09	LHSW	H2	reg	ضعيف	<10%	قبل الشحن	0.9894	0.9300	6.00	win	1.3385	window	0.2912	379.0	2026-09-09	window	0.2912	1.1989	—	D1	window	0.6187
2026-09-09	MGN	H2	pre	متوسط	<10%	قبل الشحن	0.4518	0.1292	71.40	win	0.1125	window	-0.5639	413.0	2026-09-09	window	-0.5639	-0.6010	—	D1	window	-0.2167
2026-09-09	ODD	H2	pre	متوسط	10-30%	قبل الشحن	16.2288	14.2500	12.19	window	0.4746	window	-0.0118	533.0	2026-09-09	window	-0.0118	0.0151	—	D1	—	—
2026-09-09	PCLA	H2	reg	ضعيف	10-30%	R1	7.5000	6.5050	13.27	window	-0.2410	window	-0.2531	148.0	2026-09-09	window	-0.2531	-0.0260	—	D0	—	—
2026-09-09	SDA	H2	reg	؟	؟	T-C	0.5917	0.5906	0.19	loss	-8.8864	loss	-8.8864	1.0	2026-09-09	loss	-8.8864	-8.8864	—	D0	loss	-27.6330
2026-09-09	SGLY	H2	reg	متوسط	10-30%	T-C	1.9100	1.8890	1.10	loss	-2.6239	loss	-2.6239	5.0	2026-09-09	loss	-2.6239	-2.6239	—	D0	loss	-2.6895
2026-09-09	SKYE	H2	after	ضعيف	10-30%	T-C	2.2900	2.2800	0.44	window	-4.6589	loss	-11.9374	833.0	2026-09-10	—	—	-11.9374	-11.9374	D1	—	—
2026-09-09	SUNE	H2	reg	قوي	≥30%	T-C	3.6950	3.4900	5.55	loss	-1.3236	loss	-1.3236	1.0	2026-09-09	loss	-1.3236	-1.3236	—	D1	—	—
2026-09-09	TNON	H2	reg	متوسط	<10%	R1	4.1220	2.7600	33.04	loss	-1.2480	loss	-1.2480	3.0	2026-09-09	loss	-1.2480	-1.2480	—	D0	window	-1.0229
2026-09-09	YMAT	H2	reg	قوي	≥30%	T-C	2.3801	1.9101	19.75	loss	-1.0545	loss	-1.0545	2.0	2026-09-09	loss	-1.0545	-1.0545	—	D1	—	—
2026-09-09	ZTG	H2	reg	ضعيف	10-30%	R1	0.7700	0.6309	18.06	win	0.4448	window	-0.1504	265.0	2026-09-09	window	-0.1504	-0.5740	—	D1	window	-0.6135
2026-09-10	AHMA	H2	reg	قوي	≥30%	R1	1.9100	1.4750	22.77	window	-0.8009	window	-0.4171	384.0	2026-09-10	window	-0.4171	-0.2139	—	D1	—	—
2026-09-10	ALP	H2	reg	ضعيف	<10%	R1	3.9650	3.7550	5.30	loss	-1.2622	loss	-1.2622	21.0	2026-09-10	loss	-1.2622	-1.2622	—	D0	loss	-1.3066
2026-09-10	BYSI	H2	reg	ضعيف	10-30%	T-C	0.7590	0.7364	2.98	window	-0.5519	window	-0.2868	244.0	2026-09-10	window	-0.2868	-1.7145	—	D1	—	—
2026-09-10	CLIK	H2	pre	؟	؟	T-C	1.2793	1.3500	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-10	DBGI	H2	reg	قوي	10-30%	T-C	4.5109	4.4502	1.35	win	5.9717	window	34.7404	346.0	2026-09-10	window	34.7404	33.3343	—	D1	—	—
2026-09-10	EHGO	H2	pre	؟	؟	T-C	1.0900	1.1100	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-10	FNGR	H2	reg	ضعيف	<10%	R1	0.1889	0.1749	7.41	window	-0.1708	window	-0.5286	240.0	2026-09-10	window	-0.5286	-1.0687	—	D1	window	-0.2187
2026-09-10	GDHG	H2	pre	قوي	≥30%	R1	1.3900	1.4315	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-10	HCAI	H2	reg	ضعيف	<10%	R1	3.0122	2.5100	16.67	win	0.4820	loss	-1.3221	337.0	2026-09-10	loss	-1.3221	-1.3221	—	D1	—	—
2026-09-10	INDP	H2	reg	ضعيف	10-30%	T-C	2.5207	2.5100	0.42	loss	-5.0081	loss	-5.0081	6.0	2026-09-10	loss	-5.0081	-5.0081	—	D1	loss	-4.2470
2026-09-10	IPDN	H2	pre	قوي	10-30%	R1	0.1682	0.1378	18.07	win	0.4446	window	-0.9743	524.0	2026-09-10	window	-0.9743	-1.1352	—	D1	—	—
2026-09-10	LBGJ	H2	after	قوي	<10%	R1	2.3400	2.0500	12.39	win	0.6484	window	-0.4452	1265.0	2026-09-11	—	—	-0.1102	-0.4452	D1	—	—
2026-09-10	PCLA	H2	pre	متوسط	10-30%	T-C	8.8900	8.8500	0.45	loss	-6.1741	loss	-6.1741	1.0	2026-09-10	loss	-6.1741	-6.1741	—	D1	—	—
2026-09-10	REBN	H2	reg	؟	؟	R1	0.8186	0.8049	1.67	loss	-2.8575	loss	-2.8575	1.0	2026-09-10	loss	-2.8575	-2.8575	—	D1	loss	-2.1998
2026-09-10	SLXN	H2	pre	قوي	10-30%	T-C	0.4400	0.3800	13.64	loss	-1.1405	loss	-1.1405	20.0	2026-09-10	loss	-1.1405	-1.1405	—	D1	window	0.1119
2026-09-10	TANH	H2	reg	ضعيف	10-30%	T-C	23.1850	23.9450	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-10	TNON	H2	pre	قوي	≥30%	T-C	3.6200	3.5800	1.10	loss	-2.2024	loss	-2.2024	4.0	2026-09-10	loss	-2.2024	-2.2024	—	D1	loss	-4.2279
2026-09-10	TURB	H2	reg	ضعيف	<10%	R1	1.2210	1.2100	0.90	window	-1.1786	window	2.3929	254.0	2026-09-10	window	2.3929	1.5000	—	D1	—	—
2026-09-10	VIOT	H2	reg	ضعيف	10-30%	R1	1.3381	1.2101	9.57	window	-0.1721	window	-0.0186	376.0	2026-09-10	window	-0.0186	-0.0954	—	D1	window	0.0070
2026-09-10	YMAT	H2	after	ضعيف	<10%	R1	2.3150	2.1700	6.26	window	-0.2512	loss	-1.6761	488.0	2026-09-11	—	—	-1.6761	-1.6761	D1	loss	-1.2405
2026-09-11	ADXN	H2	reg	؟	؟	R1	3.6284	3.4250	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-11	AEHL	H2	reg	متوسط	10-30%	T-C	9.0000	9.0800	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-11	AIXC	H2	reg	ضعيف	10-30%	T-C	0.8995	0.8849	1.62	loss	-2.1809	loss	-2.1809	1.0	2026-09-11	loss	-2.1809	-2.1809	—	D0	window	3.8939
2026-09-11	BDRX	H2	pre	قوي	≥30%	R1	0.9074	0.7811	13.92	win	0.5773	window	2.8539	713.0	2026-09-11	window	2.8539	2.1828	—	D1	—	—
2026-09-11	BTCT	H2	pre	ضعيف	10-30%	R1	1.5207	1.5000	1.36	loss	-2.0629	loss	-2.0629	13.0	2026-09-11	loss	-2.0629	-2.0629	—	D1	loss	-1.9807
2026-09-11	CDTG	H2	reg	ضعيف	10-30%	T-C	1.5500	1.5351	0.96	win	8.3593	loss	-3.3755	51.0	2026-09-11	loss	-3.3755	-3.3755	—	D1	window	0.4466
2026-09-11	CRMT	H2	reg	ضعيف	10-30%	T-C	1.8950	1.9000	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-11	EUDA	H2	reg	ضعيف	<10%	R1	13.6000	13.2550	2.54	window	-1.1310	window	-1.1310	65.0	2026-09-11	window	-1.1310	-1.1310	—	D0	window	-0.0154
2026-09-11	FGL	H2	after	ضعيف	10-30%	T-C	5.4450	5.8984	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-11	FTFT	H2	pre	ضعيف	10-30%	T-C	2.3900	2.3515	1.61	win	4.9884	window	10.6262	402.0	2026-09-11	window	10.6262	1.1874	—	D1	loss	-1.9710
2026-09-11	GAUZ	H2	reg	ضعيف	10-30%	T-C	8.1800	8.1100	0.86	loss	-14.1048	loss	-14.1048	1.0	2026-09-11	loss	-14.1048	-14.1048	—	D0	loss	-7.3334
2026-09-11	GNLN	H2	reg	؟	؟	T-C	3.1100	3.1000	0.32	loss	-7.2111	loss	-7.2111	4.0	2026-09-11	loss	-7.2111	-7.2111	—	D0	loss	-5.1907
2026-09-11	HCAI	H2	pre	قوي	<10%	R1	2.1000	1.8900	10.00	win	0.8036	window	0.8036	409.0	2026-09-11	window	0.8036	1.1230	—	D1	loss	-1.1996
2026-09-11	IMMP	H2	after	متوسط	10-30%	T-C	0.3799	0.3933	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-11	KPTI	H2	reg	ضعيف	<10%	R1	1.4400	1.5000	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-11	LBGJ	H2	pre	قوي	≥30%	T-C	2.5700	2.5005	2.70	loss	-1.6294	loss	-1.6294	1.0	2026-09-11	loss	-1.6294	-1.6294	—	D1	—	—
2026-09-11	NCRA	H2	reg	ضعيف	10-30%	T-C	2.2399	2.2300	0.44	loss	-6.0008	loss	-6.0008	1.0	2026-09-11	loss	-6.0008	-6.0008	—	D0	loss	-5.5348
2026-09-11	NCT	H2	after	قوي	10-30%	R1	0.4217	0.2993	29.03	win	0.2769	window	0.4865	4254.0	2026-09-14	—	—	-0.7143	0.4865	D1	—	—
2026-09-11	PCLA	H2	pre	؟	؟	T-C	11.5500	11.7869	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-11	PSIG	H2	reg	قوي	10-30%	R1	2.7829	2.5360	8.87	window	-0.3918	loss	-1.5859	208.0	2026-09-11	loss	-1.5859	-1.5859	—	D1	window	1.0211
2026-09-11	RDIB	H2	reg	متوسط	10-30%	R1	17.4300	16.2400	6.83	window	-0.4926	window	-0.6082	5.0	2026-09-11	window	-0.6082	-0.5834	—	D0	—	—
2026-09-11	SCNI	H2	after	متوسط	10-30%	R1	2.0100	1.8300	8.96	window	-0.2540	window	1.9831	4299.0	2026-09-14	—	—	-0.0903	1.9831	D1	—	—
2026-09-11	SGRX	H2	reg	قوي	≥30%	R1	1.7401	1.7405	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-11	SXTC	H2	pre	ضعيف	10-30%	R1	2.3200	2.2500	3.02	loss	-2.1396	loss	-2.1396	1.0	2026-09-11	loss	-2.1396	-2.1396	—	D1	—	—
2026-09-11	TANH	H2	reg	؟	؟	T-C	28.4700	28.9985	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-11	TNON	H2	pre	قوي	10-30%	T-C	6.5200	6.3100	3.22	win	2.4949	loss	-1.8240	508.0	2026-09-11	loss	-1.8240	-1.8240	—	D1	window	11.1936
2026-09-11	TRUG	H2	pre	قوي	10-30%	R1	0.4110	0.3875	5.72	win	1.4054	window	9.7181	527.0	2026-09-11	window	9.7181	6.9639	—	D1	window	-0.1674
2026-09-11	UPC	H2	reg	؟	؟	T-C	4.5250	4.7000	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-11	VMAR	H2	reg	ضعيف	<10%	R1	6.9979	6.5000	7.11	window	-0.0496	window	0.2463	345.0	2026-09-11	window	0.2463	-0.1482	—	D1	window	0.2220
2026-09-11	VSME	H2	after	قوي	10-30%	T-C	1.1600	1.0600	8.62	win	0.9321	window	1.4134	4282.0	2026-09-14	—	—	0.5786	1.4134	D3	—	—
2026-09-14	AIXC	H2	reg	ضعيف	10-30%	T-C	1.0600	1.0300	2.83	loss	-1.7873	loss	-1.7873	5.0	2026-09-14	loss	-1.7873	-1.7873	—	D1	window	1.4770
2026-09-14	BMGL	H2	pre	متوسط	10-30%	T-C	6.1700	5.4000	12.48	win	0.6439	window	1.2090	465.0	2026-09-14	window	1.2090	1.6171	—	D1	—	—
2026-09-14	CTNT	H2	reg	متوسط	<10%	R1	0.3114	0.2299	26.17	loss	-1.2217	loss	-1.2217	8.0	2026-09-14	loss	-1.2217	-1.2217	—	D0	—	—
2026-09-14	DRCT	H2	pre	متوسط	10-30%	T-C	2.0806	1.9400	6.76	loss	-1.6755	loss	-1.6755	2.0	2026-09-14	loss	-1.6755	-1.6755	—	D1	—	—
2026-09-14	EUDA	H2	reg	؟	؟	T-C	16.0232	16.0200	0.02	win	402.3684	loss	-70.7419	146.0	2026-09-14	loss	-70.7419	-70.7419	—	D1	loss	-74.1116
2026-09-14	FTFT	H2	reg	ضعيف	10-30%	R1	3.2000	3.2500	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-14	LHSW	H2	pre	ضعيف	10-30%	T-C	0.5386	0.5663	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-14	MYSZ	H2	after	قوي	10-30%	T-C	2.2620	1.9000	16.00	win	0.5021	window	0.0186	1291.0	2026-09-15	—	—	0.3320	0.0186	D2	window	-0.4134
2026-09-14	NCT	H2	pre	قوي	≥30%	T-C	0.4419	0.4265	3.48	win	2.3058	loss	-1.5748	383.0	2026-09-14	loss	-1.5748	-1.5748	—	D1	—	—
2026-09-14	SCNI	H2	pre	قوي	≥30%	T-C	2.7200	2.5200	7.35	loss	-1.3162	loss	-1.3162	6.0	2026-09-14	loss	-1.3162	-1.3162	—	D1	—	—
2026-09-14	TNON	H2	pre	متوسط	<10%	R1	5.5900	5.2700	5.72	win	1.4037	window	-0.4040	390.0	2026-09-14	window	-0.4040	-0.5268	—	D1	loss	-1.5391
2026-09-14	TRUG	H2	reg	ضعيف	<10%	R1	0.5868	0.5671	3.36	window	-0.4222	window	2.0057	261.0	2026-09-14	window	2.0057	0.8790	—	D1	loss	-1.7385
2026-09-14	UZX	H2	pre	قوي	10-30%	T-C	0.1321	0.1070	19.00	loss	-1.0884	loss	-1.0884	1.0	2026-09-14	loss	-1.0884	-1.0884	—	D1	window	0.0142
2026-09-14	VEEA	H2	reg	ضعيف	10-30%	T-C	1.8399	1.8600	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-14	VSME	H2	pre	ضعيف	10-30%	T-C	1.3400	1.2685	5.34	loss	-1.2465	loss	-1.2465	6.0	2026-09-14	loss	-1.2465	-1.2465	—	D1	—	—
2026-09-15	BDRX	H2	reg	قوي	10-30%	R1	2.5700	1.2100	52.92	loss	-1.0155	loss	-1.0155	20.0	2026-09-15	loss	-1.0155	-1.0155	—	D1	window	-0.3338
2026-09-15	CDT	H2	reg	ضعيف	<10%	R1	0.2098	0.1933	7.86	window	-0.5455	window	-0.4175	217.0	2026-09-15	window	-0.4175	-0.8699	—	D1	window	-0.1491
2026-09-15	CLNN	H2	reg	ضعيف	10-30%	T-C	4.0349	3.9000	3.34	window	-0.4242	window	-0.6426	241.0	2026-09-15	window	-0.6426	-1.0066	—	D1	—	—
2026-09-15	GVH	H2	reg	قوي	10-30%	T-C	1.3300	1.2400	6.77	loss	-1.5150	loss	-1.5150	13.0	2026-09-15	loss	-1.5150	-1.5150	—	D1	loss	-1.2029
2026-09-15	HQ	H2	reg	ضعيف	10-30%	R1	12.5299	11.6600	6.94	win	1.1575	window	0.5332	145.0	2026-09-15	window	0.5332	0.8268	—	D0	window	2.8300
2026-09-15	IPW	H2	reg	ضعيف	10-30%	T-C	2.4100	2.3125	4.05	loss	-1.7468	loss	-1.7468	7.0	2026-09-15	loss	-1.7468	-1.7468	—	D1	window	-0.9406
2026-09-15	MEDS	H2	reg	ضعيف	<10%	R1	0.9118	0.8680	4.80	win	1.6728	window	15.7327	234.0	2026-09-15	window	15.7327	22.0113	—	D1	—	—
2026-09-15	MYSZ	H2	pre	قوي	≥30%	T-C	3.0800	2.3003	25.31	loss	-1.0651	loss	-1.0651	55.0	2026-09-15	loss	-1.0651	-1.0651	—	D1	window	-0.0232
2026-09-15	NAMI	H2	reg	قوي	10-30%	T-C	2.1600	2.1100	2.31	loss	-1.7608	loss	-1.7608	45.0	2026-09-15	loss	-1.7608	-1.7608	—	D0	loss	-2.7853
2026-09-15	NEXR	H2	reg	؟	؟	T-C	1.8300	1.7950	1.91	loss	-1.8257	loss	-1.8257	3.0	2026-09-15	loss	-1.8257	-1.8257	—	D0	loss	-1.7368
2026-09-15	PDSB	H2	reg	متوسط	10-30%	T-C	0.4853	0.4607	5.07	win	1.5853	window	3.6222	373.0	2026-09-15	window	3.6222	5.6264	—	D1	window	8.2437
2026-09-15	PFSA	H2	reg	ضعيف	<10%	R1	1.8126	1.7701	—	window	0.0796	—	—	—	—	—	—	0.1004	—	—	—	—
2026-09-15	PHOE	H2	reg	متوسط	10-30%	T-C	24.6200	23.1600	5.93	loss	-1.9842	loss	-1.9842	4.0	2026-09-15	loss	-1.9842	-1.9842	—	D1	—	—
2026-09-15	PN	H2	reg	متوسط	10-30%	T-C	2.4490	2.4200	1.18	loss	-2.4544	loss	-2.4544	1.0	2026-09-15	loss	-2.4544	-2.4544	—	D0	loss	-2.7947
2026-09-15	PTLE	H2	reg	ضعيف	10-30%	T-C	8.7400	8.4600	3.20	loss	-2.2844	loss	-2.2844	12.0	2026-09-15	loss	-2.2844	-2.2844	—	D1	—	—
2026-09-15	RETO	H2	reg	قوي	10-30%	R1	0.4497	0.3604	19.86	win	0.4047	window	32.4682	310.0	2026-09-15	window	32.4682	42.6019	—	D1	window	-0.1165
2026-09-15	SLXN	H2	pre	متوسط	10-30%	T-C	0.4399	0.4538	—	—	—	—	—	—	—	—	—	—	—	—	—	—
