date	sym	half	tod	tier	gap	trig	e5	alow	risk_pct	H0_out	H0_R	HN_out	HN_R	HN_t	HN_day	HC0_out	HC0_R	HX2_R	HD_R	mom_lvl	mom_out	mom_R
2026-08-25	LBGJ	H1	after	قوي	10-30%	قبل الشحن	3.4300	3.0000	12.54	window	-0.6438	loss	-1.1390	775.0	2026-08-26	—	—	-1.1390	-1.1390	D1	window	-0.0101
2026-08-25	LESL	H1	reg	ضعيف	<10%	قبل الشحن	0.6199	0.5950	4.02	window	-0.0462	window	-0.6102	375.0	2026-08-25	window	-0.6102	-0.4406	—	D1	window	0.4091
2026-08-25	LGCL	H1	reg	قوي	<10%	قبل الشحن	0.0532	0.0478	10.15	loss	-1.4471	loss	-1.4471	2.0	2026-08-25	loss	-1.4471	-1.4471	—	D1	window	-0.1138
2026-08-25	MSGY	H1	reg	ضعيف	10-30%	قبل الشحن	2.5894	2.3220	10.33	loss	-1.1599	loss	-1.1599	15.0	2026-08-25	loss	-1.1599	-1.1599	—	D0	window	0.1081
2026-08-25	MTVA	H1	reg	ضعيف	10-30%	قبل الشحن	1.7295	1.6800	2.86	loss	-1.5568	loss	-1.5568	35.0	2026-08-25	loss	-1.5568	-1.5568	—	D1	window	1.0189
2026-08-25	NXTS	H1	pre	ضعيف	10-30%	قبل الشحن	1.6600	1.8900	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-08-25	OFAL	H1	pre	قوي	≥30%	قبل الشحن	0.9926	0.8100	18.40	win	0.4368	window	0.1848	569.0	2026-08-25	window	0.1848	-0.0035	—	D1	window	-0.3361
2026-08-25	OSRH	H1	reg	ضعيف	<10%	قبل الشحن	0.2131	0.2030	4.74	loss	-3.6813	loss	-3.6813	7.0	2026-08-25	loss	-3.6813	-3.6813	—	D1	loss	-1.5889
2026-08-25	PFSA	H1	reg	ضعيف	<10%	قبل الشحن	4.3500	3.9200	9.89	window	-0.5235	window	1.2355	384.0	2026-08-25	window	1.2355	0.5731	—	D1	loss	-1.5738
2026-08-25	RCON	H1	pre	قوي	10-30%	قبل الشحن	6.8200	2.9000	57.48	win	0.1398	loss	-1.0174	87.0	2026-08-25	loss	-1.0174	-1.0174	—	D1	—	—
2026-08-25	SDOT	H1	reg	ضعيف	<10%	قبل الشحن	19.3910	18.8500	2.79	loss	-2.1218	loss	-2.1218	3.0	2026-08-25	loss	-2.1218	-2.1218	—	D1	window	1.7281
2026-08-25	SLGB	H1	pre	ضعيف	10-30%	قبل الشحن	0.5659	0.5751	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-08-25	SMTK	H1	reg	قوي	10-30%	قبل الشحن	4.6174	4.2350	8.28	win	0.9703	loss	-1.8574	17.0	2026-08-25	loss	-1.8574	-1.8574	—	D1	window	-0.1355
2026-08-25	SNYR	H1	pre	قوي	≥30%	قبل الشحن	0.0989	0.1159	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-08-25	STKH	H1	pre	متوسط	10-30%	قبل الشحن	3.8700	3.5937	7.14	loss	-1.2583	loss	-1.2583	6.0	2026-08-25	loss	-1.2583	-1.2583	—	D1	window	-0.9843
2026-08-25	SUGP	H1	pre	ضعيف	<10%	قبل الشحن	1.1198	1.0100	9.81	window	-0.3592	window	0.2669	519.0	2026-08-25	window	0.2669	-0.0014	—	D1	loss	-1.1986
2026-08-25	TRUG	H1	after	ضعيف	10-30%	قبل الشحن	0.7897	0.6657	15.70	win	0.5118	loss	-1.1648	765.0	2026-08-26	—	—	-1.1648	-1.1648	D1	window	-0.5961
2026-08-25	WKSP	H1	reg	ضعيف	<10%	قبل الشحن	0.4707	0.4650	1.21	window	-0.7337	window	0.9893	253.0	2026-08-25	window	0.9893	1.8509	—	D1	loss	-4.0515
2026-08-25	WLDS	H1	reg	ضعيف	10-30%	قبل الشحن	2.5350	2.4280	4.22	loss	-1.4690	window	-0.5607	92.0	2026-08-25	window	-0.5607	-1.4690	—	D0	window	2.0263
2026-08-25	WXM	H1	reg	ضعيف	10-30%	قبل الشحن	4.9400	4.7800	3.24	loss	-1.5802	loss	-1.5802	2.0	2026-08-25	loss	-1.5802	-1.5802	—	D0	—	—
2026-08-25	XPON	H1	pre	متوسط	<10%	قبل الشحن	4.9900	4.8500	2.81	loss	-1.6035	loss	-1.6035	34.0	2026-08-25	loss	-1.6035	-1.6035	—	D1	window	15.8473
2026-08-25	YMT	H1	reg	ضعيف	10-30%	قبل الشحن	0.2330	0.2232	4.21	win	1.9105	loss	-1.4048	30.0	2026-08-25	loss	-1.4048	-1.4048	—	D1	window	-0.5407
2026-08-26	AIXI	H1	pre	متوسط	<10%	قبل الشحن	1.2800	1.1900	7.03	loss	-1.2862	loss	-1.2862	4.0	2026-08-26	loss	-1.2862	-1.2862	—	D1	window	12.9126
2026-08-26	AMIX	H1	pre	متوسط	<10%	قبل الشحن	6.9500	6.7000	3.60	loss	-1.3973	loss	-1.3973	24.0	2026-08-26	loss	-1.3973	-1.3973	—	D1	loss	-1.6099
2026-08-26	BRLS	H1	reg	ضعيف	<10%	قبل الشحن	1.3800	1.2800	7.25	win	1.1089	loss	-1.4176	13.0	2026-08-26	loss	-1.4176	-1.4176	—	D1	loss	-1.3772
2026-08-26	BYAH	H1	reg	ضعيف	10-30%	قبل الشحن	3.0212	2.9000	4.01	loss	-2.0513	loss	-2.0513	25.0	2026-08-26	loss	-2.0513	-2.0513	—	D0	—	—
2026-08-26	CRE	H1	pre	قوي	≥30%	قبل الشحن	6.5000	2.9800	54.15	win	0.1484	window	0.0459	494.0	2026-08-26	window	0.0459	-0.1697	—	D1	—	—
2026-08-26	FGL	H1	pre	قوي	≥30%	قبل الشحن	0.2896	0.2679	7.49	win	1.0724	loss	-1.3649	19.0	2026-08-26	loss	-1.3649	-1.3649	—	D1	loss	-1.2316
2026-08-26	GIPR	H1	reg	ضعيف	<10%	قبل الشحن	0.4933	0.4707	4.58	loss	-1.3086	loss	-1.3086	41.0	2026-08-26	loss	-1.3086	-1.3086	—	D1	window	5.0201
2026-08-26	HODO	H1	after	متوسط	<10%	قبل الشحن	0.3204	0.2636	17.73	loss	-1.1870	loss	-1.1870	46.0	2026-08-27	—	—	-1.1870	-1.1870	D1	loss	-1.1011
2026-08-26	IPDN	H1	reg	ضعيف	10-30%	قبل الشحن	0.1457	0.1399	3.98	win	2.0186	loss	-1.5602	45.0	2026-08-26	loss	-1.5602	-1.5602	—	D0	loss	-1.3932
2026-08-26	ISPC	H1	reg	ضعيف	<10%	قبل الشحن	1.6500	1.5750	4.55	window	-0.6548	window	-0.6548	348.0	2026-08-26	window	-0.6548	-1.0476	—	D1	loss	-1.5623
2026-08-26	IVF	H1	reg	ضعيف	<10%	قبل الشحن	1.1300	1.0400	7.96	win	1.0089	loss	-1.4832	286.0	2026-08-26	loss	-1.4832	-1.4832	—	D1	window	-0.3406
2026-08-26	LBGJ	H1	pre	ضعيف	10-30%	قبل الشحن	3.3000	3.4956	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-08-26	LGCL	H1	pre	قوي	≥30%	قبل الشحن	0.0588	0.0588	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-08-26	LGHL	H1	pre	متوسط	10-30%	قبل الشحن	0.6000	0.5955	0.75	win	10.7143	loss	-3.4905	15.0	2026-08-26	loss	-3.4905	-3.4905	—	D1	loss	-4.3810
2026-08-26	MEDS	H1	after	ضعيف	10-30%	قبل الشحن	1.6100	1.4780	8.20	win	0.9801	loss	-1.5457	18.0	2026-08-27	—	—	-1.5457	-1.5457	D1	—	—
2026-08-26	MIMI	H1	after	متوسط	10-30%	قبل الشحن	2.0200	1.9700	2.48	loss	-2.3095	loss	-2.3095	1.0	2026-08-27	—	—	-2.3095	-2.3095	D1	—	—
2026-08-26	NCPL	H1	reg	ضعيف	<10%	قبل الشحن	0.5030	0.4797	4.63	loss	-1.3257	loss	-1.3257	30.0	2026-08-26	loss	-1.3257	-1.3257	—	D1	loss	-1.4414
2026-08-26	NEXR	H1	pre	متوسط	<10%	قبل الشحن	2.6700	2.7000	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-08-26	NUWE	H1	pre	متوسط	10-30%	قبل الشحن	1.1900	1.0600	10.92	loss	-1.1840	loss	-1.1840	12.0	2026-08-26	loss	-1.1840	-1.1840	—	D1	window	-0.9415
2026-08-26	OLOX	H1	reg	ضعيف	10-30%	قبل الشحن	2.3000	1.6000	30.43	loss	-1.0467	loss	-1.0467	19.0	2026-08-26	loss	-1.0467	-1.0467	—	D1	window	0.0444
2026-08-26	PN	H1	reg	ضعيف	10-30%	قبل الشحن	2.9500	2.8250	4.24	loss	-1.5409	loss	-1.5409	41.0	2026-08-26	loss	-1.5409	-1.5409	—	D1	—	—
2026-08-26	PWCM	H1	pre	ضعيف	<10%	قبل الشحن	1.2165	1.1500	5.47	loss	-1.3051	loss	-1.3051	14.0	2026-08-26	loss	-1.3051	-1.3051	—	D1	loss	-1.2507
2026-08-26	SBFM	H1	pre	متوسط	10-30%	قبل الشحن	1.2200	1.1700	4.10	win	1.9607	loss	-1.5098	42.0	2026-08-26	loss	-1.5098	-1.5098	—	D1	window	-0.4150
2026-08-26	SDOT	H1	pre	ضعيف	10-30%	قبل الشحن	19.4200	19.2137	1.06	loss	-2.9786	loss	-2.9786	4.0	2026-08-26	loss	-2.9786	-2.9786	—	D1	loss	-4.8012
2026-08-26	SGLY	H1	pre	قوي	10-30%	قبل الشحن	1.9500	2.1500	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-08-26	SMTK	H1	pre	قوي	≥30%	قبل الشحن	4.8600	4.7900	1.44	loss	-2.3365	loss	-2.3365	8.0	2026-08-26	loss	-2.3365	-2.3365	—	D1	—	—
2026-08-26	SNYR	H1	reg	ضعيف	10-30%	قبل الشحن	0.1137	0.1051	7.56	loss	-1.2320	loss	-1.2320	13.0	2026-08-26	loss	-1.2320	-1.2320	—	D1	window	0.8777
2026-08-26	SUGP	H1	pre	متوسط	<10%	قبل الشحن	1.1987	1.1000	8.23	window	-0.6040	loss	-1.2488	208.0	2026-08-26	loss	-1.2488	-1.2488	—	D1	window	0.3179
2026-08-26	UCAR	H1	reg	ضعيف	10-30%	قبل الشحن	0.6200	0.6299	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-08-26	WNW	H1	after	ضعيف	10-30%	قبل الشحن	2.9376	2.4997	14.91	win	0.5391	window	0.7603	1419.0	2026-08-27	—	—	0.4463	0.7603	D1	—	—
2026-08-26	WSHP	H1	reg	قوي	≥30%	قبل الشحن	6.7394	5.7300	14.98	win	0.5365	window	-0.6926	266.0	2026-08-26	window	-0.6926	-0.4105	—	D1	—	—
2026-08-26	XPON	H1	pre	ضعيف	10-30%	قبل الشحن	6.6097	6.4100	3.02	loss	-1.9473	loss	-1.9473	5.0	2026-08-26	loss	-1.9473	-1.9473	—	D1	window	3.5581
2026-08-26	ZCMD	H1	pre	قوي	10-30%	قبل الشحن	0.8816	0.7980	9.48	loss	-1.5287	loss	-1.5287	2.0	2026-08-26	loss	-1.5287	-1.5287	—	D1	loss	-1.2343
2026-08-27	AEMD	H1	after	قوي	10-30%	قبل الشحن	2.9000	2.3700	18.28	win	0.4397	window	-0.8944	1432.0	2026-08-28	—	—	-1.0722	-0.8944	D1	—	—
2026-08-27	CHAI	H1	after	متوسط	<10%	قبل الشحن	0.2630	0.2599	1.18	loss	-2.6923	loss	-2.6923	1.0	2026-08-28	—	—	-2.6923	-2.6923	D1	—	—
2026-08-27	FAMI	H1	after	ضعيف	10-30%	قبل الشحن	0.1066	0.1064	0.19	loss	-9.0899	loss	-9.0899	2.0	2026-08-28	—	—	-9.0899	-9.0899	D1	loss	-13.5479
2026-08-27	GNPX	H1	after	ضعيف	<10%	قبل الشحن	3.9000	3.6700	5.90	loss	-1.2988	loss	-1.2988	16.0	2026-08-28	—	—	-1.2988	-1.2988	D1	—	—
2026-08-27	GOVX	H1	reg	ضعيف	10-30%	قبل الشحن	0.7152	0.6831	4.49	window	-0.1500	window	-0.5570	109.0	2026-08-27	window	-0.5570	-1.6868	—	D0	window	2.3613
2026-08-27	HCWB	H1	reg	ضعيف	10-30%	قبل الشحن	3.0700	3.0000	2.28	loss	-2.2756	loss	-2.2756	6.0	2026-08-27	loss	-2.2756	-2.2756	—	D0	window	5.3703
2026-08-27	INHD	H1	after	قوي	10-30%	قبل الشحن	7.7600	6.7100	13.53	win	0.5939	loss	-1.1417	39.0	2026-08-28	—	—	-1.1417	-1.1417	D1	—	—
2026-08-27	KXIN	H1	reg	ضعيف	<10%	قبل الشحن	1.7301	1.7550	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-08-27	MIMI	H1	reg	متوسط	<10%	قبل الشحن	1.6000	1.3606	14.96	loss	-1.1196	loss	-1.1196	41.0	2026-08-27	loss	-1.1196	-1.1196	—	D0	loss	-1.1880
2026-08-27	NCPL	H1	after	ضعيف	10-30%	قبل الشحن	0.5999	0.5999	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-08-27	TRUG	H1	after	ضعيف	<10%	قبل الشحن	0.6119	0.5949	2.78	loss	-1.7458	loss	-1.7458	3.0	2026-08-28	—	—	-1.7458	-1.7458	D1	loss	-2.0691
2026-08-27	WETO	H1	after	قوي	<10%	قبل الشحن	15.5900	12.8200	17.77	window	-0.5579	loss	-1.0959	512.0	2026-08-28	—	—	-1.0959	-1.0959	D1	loss	-1.0845
2026-08-27	XAIR	H1	reg	ضعيف	10-30%	قبل الشحن	6.7800	4.8950	—	loss	-1.2414	—	—	—	—	—	—	-1.2414	—	—	—	—
2026-08-28	AIXI	H1	after	متوسط	<10%	قبل الشحن	0.6770	0.5424	19.88	loss	-1.0861	loss	-1.0861	10.0	2026-08-31	—	—	-1.0861	-1.0861	D1	window	-0.3235
2026-08-28	AMIX	H1	reg	ضعيف	<10%	قبل الشحن	5.3750	5.1900	3.44	loss	-1.4812	window	-0.9966	3.0	2026-08-28	window	-0.9966	-1.4812	—	D0	loss	-1.6134
2026-08-28	ARTL	H1	after	ضعيف	10-30%	قبل الشحن	0.7325	0.7300	0.34	loss	-24.6318	loss	-24.6318	1.0	2026-08-31	—	—	-24.6318	-24.6318	D1	—	—
2026-08-28	CHAI	H1	reg	قوي	≥30%	قبل الشحن	0.4186	0.4076	2.63	loss	-1.5755	loss	-1.5755	5.0	2026-08-28	loss	-1.5755	-1.5755	—	D0	loss	-3.1523
2026-08-28	FGL	H1	after	قوي	<10%	قبل الشحن	0.2065	0.1523	26.25	loss	-1.1049	loss	-1.1049	41.0	2026-08-31	—	—	-1.1049	-1.1049	D1	window	0.2127
2026-08-28	FNGR	H1	after	قوي	≥30%	قبل الشحن	0.4263	0.4014	5.84	loss	-1.5600	loss	-1.5600	7.0	2026-08-31	—	—	-1.5600	-1.5600	D1	window	21.9930
2026-08-28	FTFT	H1	after	قوي	10-30%	قبل الشحن	1.1500	0.5850	49.13	win	0.1636	loss	-1.0440	218.0	2026-08-31	—	—	-1.0440	-1.0440	D1	—	—
2026-08-28	JZ	H1	after	قوي	<10%	قبل الشحن	1.9400	1.4200	26.80	window	-0.5010	loss	-1.0554	3510.0	2026-08-31	—	—	-1.0554	-1.0554	D1	window	-0.6421
2026-08-28	MIMI	H1	after	متوسط	<10%	قبل الشحن	1.0505	0.9669	7.96	loss	-1.3539	loss	-1.3539	20.0	2026-08-31	—	—	-1.3539	-1.3539	D1	loss	-1.2949
2026-08-28	NCRA	H1	after	ضعيف	10-30%	قبل الشحن	2.2600	2.0600	8.85	loss	-1.4335	loss	-1.4335	2.0	2026-08-31	—	—	-1.4335	-1.4335	D1	—	—
2026-08-28	TRUG	H1	after	متوسط	<10%	قبل الشحن	0.5745	0.5101	11.21	loss	-1.1839	loss	-1.1839	18.0	2026-08-31	—	—	-1.1839	-1.1839	D1	loss	-1.1174
2026-08-28	UZX	H1	after	ضعيف	<10%	قبل الشحن	0.1234	0.1185	3.97	window	-0.5900	loss	-1.4639	3606.0	2026-08-31	—	—	-1.4639	-1.4639	D1	—	—
2026-08-28	WETO	H1	after	متوسط	<10%	قبل الشحن	7.8000	6.3000	19.23	window	-0.8455	loss	-1.3356	4222.0	2026-08-31	—	—	-1.3356	-1.3356	D1	loss	-1.0666
2026-08-28	WHLR	H1	reg	ضعيف	<10%	قبل الشحن	1.0600	0.9808	—	loss	-1.1678	—	—	—	—	—	—	-1.1678	—	—	—	—
2026-08-31	BRNX	H1	reg	ضعيف	10-30%	قبل الشحن	4.6910	4.4600	4.92	loss	-1.3432	loss	-1.3432	29.0	2026-08-31	loss	-1.3432	-1.3432	—	D1	window	2.7537
2026-08-31	BZAI	H1	reg	متوسط	<10%	قبل الشحن	0.5237	0.4820	7.96	window	-0.5422	loss	-1.1662	319.0	2026-08-31	loss	-1.1662	-1.1662	—	D1	window	0.4898
2026-08-31	CDTG	H1	reg	ضعيف	<10%	قبل الشحن	1.0550	1.0450	0.95	loss	-2.8886	loss	-2.8886	4.0	2026-08-31	loss	-2.8886	-2.8886	—	D1	loss	-2.8281
2026-08-31	COOT	H1	reg	قوي	≥30%	قبل الشحن	0.6320	0.6024	4.68	loss	-1.8617	loss	-1.8617	1.0	2026-08-31	loss	-1.8617	-1.8617	—	D1	—	—
2026-08-31	DCX	H1	reg	ضعيف	<10%	قبل الشحن	0.6401	0.6303	1.53	win	5.2486	window	4.4058	22.0	2026-08-31	window	4.4058	0.9282	—	D0	—	—
2026-08-31	FAMI	H1	reg	ضعيف	10-30%	قبل الشحن	0.1199	0.1162	3.09	loss	-1.5260	loss	-1.5260	17.0	2026-08-31	loss	-1.5260	-1.5260	—	D0	window	4.8773
2026-08-31	FTFT	H1	reg	ضعيف	<10%	قبل الشحن	1.9050	1.8100	4.99	loss	-1.7695	loss	-1.7695	19.0	2026-08-31	loss	-1.7695	-1.7695	—	D1	—	—
2026-08-31	KXIN	H1	reg	ضعيف	<10%	قبل الشحن	1.5300	1.4700	3.92	loss	-1.4916	loss	-1.4916	81.0	2026-08-31	loss	-1.4916	-1.4916	—	D1	loss	-1.6521
2026-08-31	LGCL	H1	reg	ضعيف	<10%	قبل الشحن	0.0364	0.0363	0.27	loss	-6.8334	loss	-6.8334	3.0	2026-08-31	loss	-6.8334	-6.8334	—	D1	loss	-6.6925
2026-08-31	LHSW	H1	reg	ضعيف	<10%	قبل الشحن	3.9800	3.7700	5.28	loss	-1.3337	loss	-1.3337	33.0	2026-08-31	loss	-1.3337	-1.3337	—	D0	loss	-1.2638
2026-08-31	MEDS	H1	pre	قوي	≥30%	قبل الشحن	1.2402	1.1000	11.30	loss	-1.2455	loss	-1.2455	2.0	2026-08-31	loss	-1.2455	-1.2455	—	D1	—	—
2026-08-31	MOBX	H1	reg	متوسط	10-30%	قبل الشحن	1.1450	1.1500	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-08-31	NCPL	H1	pre	متوسط	10-30%	قبل الشحن	0.7941	0.7669	3.43	loss	-2.5626	loss	-2.5626	6.0	2026-08-31	loss	-2.5626	-2.5626	—	D1	loss	-1.6066
2026-08-31	OLOX	H1	after	ضعيف	<10%	قبل الشحن	0.9928	1.0800	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-08-31	PFSA	H1	pre	ضعيف	10-30%	قبل الشحن	3.0800	2.8900	6.17	loss	-1.5666	loss	-1.5666	3.0	2026-08-31	loss	-1.5666	-1.5666	—	D1	—	—
2026-08-31	RDHL	H1	pre	قوي	≥30%	قبل الشحن	1.9000	1.2700	33.16	window	-0.5527	loss	-1.0582	132.0	2026-08-31	loss	-1.0582	-1.0582	—	D2	—	—
2026-08-31	SSM	H1	after	قوي	≥30%	قبل الشحن	4.5397	3.5600	21.58	win	0.3724	window	0.1182	1352.0	2026-09-01	—	—	-0.2929	0.1182	D1	—	—
2026-08-31	TENX	H1	reg	ضعيف	<10%	قبل الشحن	1.8618	1.7301	7.07	window	-0.6760	window	-0.4150	379.0	2026-08-31	window	-0.4150	-0.4896	—	D1	window	-0.7852
2026-08-31	VEEA	H1	reg	متوسط	<10%	قبل الشحن	1.7488	1.3400	23.38	window	-0.0735	window	0.0236	385.0	2026-08-31	window	0.0236	-0.1216	—	D1	window	-0.1531
2026-08-31	VVOS	H1	reg	قوي	≥30%	قبل الشحن	0.3970	0.3920	1.26	loss	-5.7369	loss	-5.7369	1.0	2026-08-31	loss	-5.7369	-5.7369	—	D1	loss	-3.2531
2026-08-31	WFF	H1	reg	قوي	10-30%	قبل الشحن	2.2200	1.9510	12.12	win	0.6632	window	-0.8776	377.0	2026-08-31	window	-0.8776	-1.1005	—	D1	—	—
2026-08-31	YYGH	H1	after	متوسط	<10%	قبل الشحن	1.4600	1.3300	8.90	window	0.0261	window	-0.1250	1425.0	2026-09-01	—	—	0.2527	-0.1250	D1	window	-1.0754
2026-09-01	AMOD	H2	reg	قوي	10-30%	قبل الشحن	3.0000	2.4400	—	loss	-1.2167	—	—	—	—	—	—	-1.2167	—	—	—	—
2026-09-01	AUUD	H2	pre	ضعيف	10-30%	قبل الشحن	0.9757	1.0900	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-01	BAOS	H2	pre	ضعيف	<10%	قبل الشحن	0.3470	0.3348	3.52	loss	-1.7465	loss	-1.7465	16.0	2026-09-01	loss	-1.7465	-1.7465	—	D1	loss	-1.7255
2026-09-01	BRNX	H2	pre	قوي	<10%	قبل الشحن	3.3000	2.8900	12.42	win	0.6468	window	0.5749	498.0	2026-09-01	window	0.5749	-0.1916	—	D1	loss	-1.3623
2026-09-01	CAST	H2	reg	متوسط	<10%	قبل الشحن	1.3700	1.3050	4.74	window	0.5302	window	-0.3008	381.0	2026-09-01	window	-0.3008	-0.8297	—	D1	loss	-1.3052
2026-09-01	CDT	H2	after	قوي	10-30%	قبل الشحن	1.8098	1.6600	8.28	loss	-1.5431	loss	-1.5431	4.0	2026-09-02	—	—	-1.5431	-1.5431	D1	loss	-1.3533
2026-09-01	DAIC	H2	reg	قوي	<10%	قبل الشحن	3.8700	3.3101	14.47	win	0.5554	window	-0.5970	382.0	2026-09-01	window	-0.5970	-0.7374	—	D1	window	-0.4874
2026-09-01	DBGI	H2	reg	ضعيف	<10%	قبل الشحن	5.3550	5.3500	0.09	loss	-25.1532	loss	-25.1532	2.0	2026-09-01	loss	-25.1532	-25.1532	—	D1	loss	-19.5334
2026-09-01	FGL	H2	reg	ضعيف	10-30%	قبل الشحن	14.2200	16.5200	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-01	FLYE	H2	pre	قوي	≥30%	قبل الشحن	1.9500	2.1600	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-01	INBS	H2	pre	ضعيف	10-30%	قبل الشحن	2.5000	2.5300	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-01	JUNS	H2	reg	ضعيف	<10%	قبل الشحن	3.5000	3.3750	3.57	loss	-1.7946	loss	-1.7946	39.0	2026-09-01	loss	-1.7946	-1.7946	—	D0	—	—
2026-09-01	KALA	H2	pre	متوسط	10-30%	قبل الشحن	0.5987	0.6902	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-01	KITT	H2	after	متوسط	10-30%	قبل الشحن	1.0998	0.9072	17.51	window	-0.6313	loss	-1.0742	627.0	2026-09-02	—	—	-1.0742	-1.0742	D1	—	—
2026-09-01	KUST	H2	pre	متوسط	10-30%	قبل الشحن	0.8176	0.9727	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-01	LGCL	H2	reg	ضعيف	<10%	قبل الشحن	4.8609	4.2800	11.95	loss	-1.1323	loss	-1.1323	59.0	2026-09-01	loss	-1.1323	-1.1323	—	D1	window	-0.4429
2026-09-01	LHSW	H2	reg	ضعيف	<10%	قبل الشحن	3.2400	2.9900	7.72	window	-0.4565	loss	-1.2781	185.0	2026-09-01	loss	-1.2781	-1.2781	—	D1	loss	-1.1951
2026-09-01	NCPL	H2	pre	ضعيف	10-30%	قبل الشحن	0.8029	0.7900	1.61	win	5.0015	loss	-2.8043	23.0	2026-09-01	loss	-2.8043	-2.8043	—	D1	loss	-5.4632
2026-09-01	OLOX	H2	reg	قوي	10-30%	قبل الشحن	1.3001	1.1331	12.85	win	0.6256	loss	-1.1721	92.0	2026-09-01	loss	-1.1721	-1.1721	—	D0	window	0.4556
2026-09-01	OSRH	H2	reg	ضعيف	<10%	قبل الشحن	0.2720	0.2600	4.41	win	1.8214	window	4.9561	180.0	2026-09-01	window	4.9561	4.9561	—	D0	loss	-1.3672
2026-09-01	RAIN	H2	reg	ضعيف	10-30%	قبل الشحن	0.9600	0.8957	6.70	win	1.1997	loss	-1.1891	92.0	2026-09-01	loss	-1.1891	-1.1891	—	D1	—	—
2026-09-01	RDAC	H2	pre	قوي	≥30%	قبل الشحن	6.0850	5.3100	12.74	loss	-1.4594	loss	-1.4594	11.0	2026-09-01	loss	-1.4594	-1.4594	—	D1	—	—
2026-09-01	RITR	H2	pre	متوسط	10-30%	قبل الشحن	0.1089	0.0887	18.55	win	0.4332	loss	-1.0879	253.0	2026-09-01	loss	-1.0879	-1.0879	—	D1	window	-0.4954
2026-09-01	RNAZ	H2	reg	متوسط	<10%	قبل الشحن	2.2570	2.1400	5.18	loss	-1.3707	loss	-1.3707	20.0	2026-09-01	loss	-1.3707	-1.3707	—	D0	loss	-1.3333
2026-09-01	SCNI	H2	reg	ضعيف	<10%	قبل الشحن	2.6000	2.4700	5.00	window	-0.3571	loss	-1.7850	298.0	2026-09-01	loss	-1.7850	-1.7850	—	D1	—	—
2026-09-01	SMTK	H2	after	ضعيف	10-30%	قبل الشحن	2.6804	3.0100	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-01	SSM	H2	pre	قوي	≥30%	قبل الشحن	4.2200	4.0300	4.50	loss	-1.4390	loss	-1.4390	6.0	2026-09-01	loss	-1.4390	-1.4390	—	D1	—	—
2026-09-01	UPC	H2	after	قوي	10-30%	قبل الشحن	5.5085	4.6500	15.59	win	0.5156	loss	-1.1183	920.0	2026-09-02	—	—	-1.1183	-1.1183	D2	—	—
2026-09-01	WETO	H2	reg	قوي	≥30%	قبل الشحن	7.4095	7.7500	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-01	WHLR	H2	after	ضعيف	<10%	قبل الشحن	0.6400	0.6311	1.39	loss	-2.1685	loss	-2.1685	1.0	2026-09-02	—	—	-2.1685	-2.1685	D1	loss	-2.5239
2026-09-01	XOS	H2	after	ضعيف	<10%	قبل الشحن	3.0680	3.1200	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-01	ZEO	H2	reg	متوسط	10-30%	قبل الشحن	0.2479	0.2651	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-02	AMBR	H2	pre	؟	؟	قبل الشحن	1.0100	1.0400	—	—	—	—	—	—	—	—	—	—	—	—	—	—
2026-09-02	BTAI	H2	reg	ضعيف	10-30%	قبل الشحن	0.1453	0.1422	2.13	win	3.7664	loss	-3.1720	77.0	2026-09-02	loss	-3.1720	-3.1720	—	D1	loss	-1.7269
2026-09-02	DAIC	H2	reg	ضعيف	10-30%	قبل الشحن	3.8000	3.7278	1.90	loss	-1.7960	loss	-1.7960	2.0	2026-09-02	loss	-1.7960	-1.7960	—	D1	loss	-3.5768
2026-09-02	EOSE	H2	pre	ضعيف	10-30%	قبل الشحن	3.3700	3.0200	10.39	window	0.0946	window	0.5436	476.0	2026-09-02	window	0.5436	0.5296	—	D1	window	-0.4731
2026-09-02	FAMI	H2	after	قوي	≥30%	قبل الشحن	0.1681	0.1503	10.59	loss	-1.3899	loss	-1.3899	7.0	2026-09-03	—	—	-1.3899	-1.3899	D1	—	—
